FE1,FE2,FE3,FE4,FE5,FE6,FE7,FE8,FE9,FE10,FE11,FE12,FE13,FE14,FE15,FE16,FE17,FE18,FE19,FE20,FE21,FE22,FE23,FE24,FE25,FE26,FE27,FE28,FE29,FE30,FE31,FE32,Age,Race,Gender,Education,Industry,Occupation,Hours,Years,WorkSituation,OOP1,OOP2,OOP3,OOP4,OOP5,FO1,FO2,FO3,FO4,FO5,FO6,FO7,FO8,FO9,FO10,FO11,FO12,FO13,FO14,FO15,FO16,FO17,FO18,FO19,FO20,RF1,RF2,RF3,RF4,RF5,RF6,RF7,RF8,RF9,RF10,RF11,RF12,SAT1,SAT2,SAT3,SAT4,SAT5,SAT6,SAT7,GO1,GO2,GO3,GO4,GO5,GO6,GO7,GO8,GO9,GO10,GO11,GO12,GO13,class,ID
5,5,6,7,5,5,6,6,5,5,6,6,5,5,5,7,5,6,5,6,5,7,5,6,6,5,5,7,5,6,5,5,22,1,1,5,2,Marketing Manager,40,16,5,5,6,6,5,5,4,4,4,5,5,5,4,4,5,4,5,5,5,4,4,4,5,5,4,4,4,3,3,4,4,4,4,3,5,4,5,4,5,5,6,6,5,5,6,5,5,6,7,6,5,5,6,6,5,6,6,5,2,540
6,6,2,6,6,6,6,6,6,2,6,6,2,2,6,6,2,6,6,6,6,6,6,6,2,2,6,2,2,2,6,6,16,1,3,5,8,web developer,40,10,6,6,6,2,5,3,4,4,4,4,4,4,4,2,4,4,5,4,4,4,4,4,2,4,4,4,5,5,5,5,5,4,3,4,3,3,3,3,2,2,2,2,2,2,2,4,4,4,4,3,3,3,3,3,4,2,4,5,3,518
5,6,3,5,5,5,5,5,6,3,5,5,5,3,4,5,5,4,3,5,3,5,5,5,5,5,3,5,3,4,3,2,12,1,2,5,10,vendor management coordinator,40,6,5,6,5,5,5,5,4,4,4,5,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,5,4,4,4,4,4,4,6,5,5,5,5,4,6,5,5,5,6,6,6,5,5,5,6,5,5,2,450
6,6,1,7,7,7,7,7,7,1,7,7,1,7,7,7,1,7,7,6,6,6,6,7,1,1,5,1,1,1,7,7,19,1,2,3,1,office manager/ cattle ranche,40,18,6,5,5,2,2,2,4,3,4,3,4,3,4,2,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,6,6,6,6,6,1,1,1,1,1,1,1,1,3,288
6,5,3,5,5,5,6,6,5,4,5,4,3,4,4,6,3,5,5,6,6,6,5,5,3,2,6,3,2,2,6,5,28,1,1,6,3,Teacher/Coach,55,25,1,7,7,6,7,5,4,4,4,5,3,4,4,3,3,2,2,2,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,3,3,4,2,2,4,3,2,4,3,3,3,7,5,5,7,5,3,3,4,4,3,1,3,3,2,356
6,7,2,6,6,6,6,6,5,2,7,6,1,1,6,6,2,6,6,5,5,5,5,6,2,2,4,2,2,2,6,6,31,,1,3,10,LDAR Fugitive emissions super,45,29,1,5,6,4,5,3,4,3,3,4,3,5,4,3,4,4,4,4,3,4,3,3,3,4,3,4,4,4,4,4,5,4,4,4,3,2,4,3,4,2,6,5,4,3,3,4,3,4,3,4,4,5,5,4,4,3,3,3,3,366
6,6,7,6,6,6,5,6,6,7,7,6,6,2,5,6,1,5,6,4,5,5,2,5,2,1,4,3,2,5,5,6,39,1,1,6,3,head athletic coach at a coll,43,35,1,6,6,3,4,3,4,4,3,4,3,3,4,3,3,2,3,4,4,5,4,4,4,4,3,4,4,5,4,4,4,4,4,5,4,4,5,4,3,3,2,3,2,3,2,5,5,6,6,6,5,6,6,6,5,6,5,5,2,130
7,7,7,7,7,7,7,7,7,1,7,7,7,1,6,7,1,7,7,7,7,7,7,7,1,1,3,1,1,1,7,7,18,5,1,6,2,musician,40,9,1,6,7,1,7,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,1,1,1,1,1,7,7,7,7,7,1,1,1,1,1,1,1,1,3,330
7,7,1,7,7,7,7,7,7,1,7,7,1,1,7,7,2,6,7,7,7,7,7,7,1,1,7,1,1,1,7,7,10,1,1,6,4,Healthcare manager,40,5,1,5,7,5,5,5,4,4,4,4,4,5,5,1,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,3,3,3,3,2,2,2,2,2,2,2,5,5,5,2,6,5,5,5,5,2,6,5,2,3,67
5,5,5,5,5,4,4,4,3,5,5,5,3,3,5,5,4,5,5,6,5,5,4,3,4,4,4,3,3,3,5,3,42,1,1,4,7,Production manager,55,41,1,6,6,5,5,5,3,3,2,4,2,4,4,3,4,4,4,4,4,4,3,4,3,4,4,4,3,5,5,5,5,4,4,5,4,4,3,3,2,2,2,2,2,2,2,7,6,7,6,6,5,5,4,4,2,2,3,4,2,572
6,5,3,5,5,3,3,3,3,5,6,2,6,3,5,3,6,2,2,6,5,5,6,3,6,5,2,7,2,5,5,2,39,1,2,5,3,Social worker,40,37,6,5,6,5,5,3,2,2,2,4,2,4,4,2,4,2,4,4,4,4,2,2,2,2,2,4,4,4,5,5,4,5,3,3,3,3,4,3,3,5,2,3,3,3,3,5,5,5,6,5,2,3,3,3,5,3,3,5,1,292
5,1,7,1,1,5,4,2,2,6,1,1,7,6,2,1,7,1,1,7,7,7,7,6,1,2,5,1,2,2,1,7,41,1,2,6,3,High school ESL teacher,50,36,1,7,7,6,7,7,2,2,4,3,3,4,3,5,5,5,5,5,3,5,3,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,6,6,6,4,6,6,6,6,6,5,6,6,7,1,482
7,6,3,6,5,4,5,6,5,4,5,6,5,4,5,5,4,5,5,6,5,5,4,4,3,3,7,4,1,1,4,4,19,1,1,5,10,Staff Accountant,46,23,1,5,6,4,4,4,4,4,3,4,4,5,4,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,3,4,4,2,4,2,2,4,5,4,5,2,421
6,7,2,6,6,7,6,7,5,2,6,7,2,2,4,7,2,6,6,4,4,4,6,6,2,2,6,3,2,2,6,6,18,1,1,5,2,Quality Assurance Analyst in,42,19,6,5,5,2,3,3,3,2,2,3,2,4,4,4,4,3,4,4,4,4,2,4,2,3,2,2,5,5,5,5,5,5,5,4,4,5,5,5,3,5,4,4,3,5,5,3,6,3,3,5,7,7,6,7,7,7,5,7,3,445
7,6,1,6,7,7,7,6,6,7,7,7,7,1,4,6,6,7,5,7,7,6,6,7,7,1,7,1,1,1,6,6,18,2,2,3,4,INSURANCE AGENT,40,18,6,5,6,6,5,5,5,5,5,5,4,4,5,4,5,4,4,5,5,5,4,4,5,5,4,5,5,5,5,4,4,5,4,5,4,5,5,4,7,7,6,7,1,6,1,5,6,7,5,6,1,1,6,1,4,3,1,1,3,315
6,6,2,6,6,6,5,4,3,3,5,5,2,2,5,6,3,5,5,6,6,6,6,6,2,2,5,2,3,3,6,6,35,1,2,2,9,Risk Placement for Commercial,40,33,5,5,6,5,5,2,4,3,4,4,2,4,4,4,4,4,4,4,3,4,4,3,2,4,2,4,4,4,4,5,5,4,4,3,3,3,4,3,2,2,6,2,6,2,2,5,6,6,2,6,3,5,5,6,2,2,2,5,2,84
7,6,6,7,7,6,6,6,7,1,6,6,1,1,6,7,1,7,6,6,6,6,6,6,1,1,7,1,2,1,6,6,19,1,2,3,8,Sales consultant,40,25,6,6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,3,3,2,2,3,2,3,5,3,5,3,3,3,7,7,7,7,7,3,3,3,4,3,3,3,3,3,531
7,6,1,7,7,6,6,6,4,3,6,7,1,1,7,5,3,5,5,6,6,6,6,7,1,2,1,2,1,1,6,6,36,1,2,5,4,registered nurse,40,37,6,5,7,2,5,2,5,4,5,4,4,5,5,4,5,4,3,4,4,4,3,3,2,3,3,3,5,5,4,4,5,5,4,5,3,3,3,3,1,1,1,1,2,1,1,7,7,7,6,7,2,2,5,5,3,1,3,3,3,556
5,3,5,3,2,3,2,2,2,5,2,2,5,5,3,3,6,3,2,7,7,7,7,4,5,4,6,4,5,6,2,2,42,1,1,3,7,IT Support Technician,40,31,6,6,6,6,6,6,1,1,2,2,2,3,3,2,3,3,2,3,2,3,2,2,1,2,2,2,4,5,5,4,4,4,3,4,3,3,2,3,3,3,3,2,3,2,1,5,5,5,4,4,3,3,4,4,3,3,4,4,1,508
5,4,5,3,3,4,3,2,2,6,2,1,6,5,5,2,6,3,2,5,1,3,4,2,5,3,6,4,3,6,2,2,29,1,1,3,9,information,45,28,6,5,6,3,5,4,2,2,3,4,3,5,2,2,5,4,3,4,4,4,2,4,2,5,4,4,2,4,4,5,4,3,3,3,4,4,2,2,5,6,6,5,4,5,5,5,4,5,3,4,2,3,2,2,1,3,4,4,1,99
6,6,1,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6,7,4,4,4,5,5,1,1,7,1,1,1,7,7,21,2,2,2,9,Distributor,40,13,1,2,6,4,1,1,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,7,3,6,2,1,1,6,7,4,6,7,1,1,6,4,1,1,1,1,3,185
7,7,1,7,7,7,7,7,6,1,7,7,1,1,7,6,1,6,5,6,6,6,6,6,1,1,6,1,1,1,7,6,36,1,2,6,3,library branch manager,40,37,1,3,6,2,3,1,3,2,4,4,3,4,5,4,4,4,3,2,2,2,2,2,3,4,4,4,4,4,4,5,4,4,3,4,3,3,3,3,3,3,2,3,2,1,1,4,6,4,6,3,1,2,2,3,4,2,2,3,3,489
7,7,1,7,7,7,6,7,6,1,7,7,1,1,7,7,1,6,7,3,4,4,3,5,1,1,5,3,1,1,7,3,40,1,1,3,10,Contracts Manager,40,36,6,5,7,3,5,3,5,4,3,4,2,5,5,4,5,4,5,4,4,5,3,5,4,5,5,5,5,5,4,4,5,4,4,5,3,3,3,2,1,2,1,2,2,1,1,5,4,5,3,5,2,1,4,4,5,4,2,5,3,406
7,6,1,6,6,5,5,5,5,2,6,6,1,1,6,6,2,6,6,7,6,7,7,3,5,1,7,6,1,1,6,4,33,1,1,5,10,director of operations and HR,45,34,1,6,6,5,6,6,4,3,4,3,4,4,5,4,4,4,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,3,4,5,3,3,2,2,2,1,2,2,3,5,4,5,5,4,4,5,5,6,5,2,6,3,15
7,6,2,5,5,6,5,6,5,2,6,6,2,3,5,5,3,5,5,5,5,5,4,6,2,1,7,1,2,2,6,6,16,,2,6,4,dentist,38,15,1,5,6,3,5,5,4,4,4,4,4,5,4,3,4,5,4,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,5,5,6,6,4,3,3,1,1,6,3,6,6,3,579
6,6,4,6,5,6,6,6,6,2,5,5,2,2,5,5,4,6,5,6,6,5,5,6,3,3,4,3,2,5,5,5,21,4,1,5,3,Assistant Director,45,15,6,6,6,4,6,6,4,4,5,4,5,4,5,4,4,5,4,5,4,4,4,4,5,5,5,5,5,5,4,5,5,4,4,4,3,5,5,3,5,6,5,6,6,6,6,6,4,4,4,4,3,4,6,6,5,4,6,6,2,560
6,6,3,6,6,6,6,6,6,2,6,5,3,3,6,6,3,5,5,5,5,5,6,5,2,2,7,2,4,2,6,5,4,1,1,5,10,Analyst,40,4,6,5,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,4,3,4,4,4,5,5,5,5,5,5,5,5,4,4,5,4,3,3,3,3,2,2,2,6,6,7,6,7,5,6,7,7,4,3,3,5,3,452
7,6,2,6,6,6,6,6,6,2,5,5,2,2,5,5,3,5,5,6,6,6,6,6,2,1,7,2,2,2,6,5,38,1,1,4,7,Operations Director,42,30,1,6,6,4,5,5,4,4,5,4,4,5,5,5,5,5,4,5,4,5,4,5,4,5,5,5,4,5,4,5,5,5,4,5,4,4,4,4,2,3,2,3,1,2,3,5,6,5,6,5,5,5,5,5,2,3,2,3,3,110
7,6,1,7,7,6,6,7,7,2,6,3,5,2,6,5,5,2,2,7,6,7,7,7,1,1,7,1,1,1,6,5,10,1,2,2,4,Medical Scribe,40,10,5,7,5,6,7,7,4,5,5,4,4,5,5,4,5,5,4,4,4,4,5,2,4,5,5,5,5,5,5,5,5,5,4,5,3,5,4,4,1,1,1,1,1,1,1,3,2,2,1,1,1,1,5,1,5,5,6,6,3,348
5,6,3,5,5,5,6,6,5,6,5,5,4,3,5,6,5,6,5,5,3,5,6,5,3,3,5,5,5,3,5,5,19,3,2,5,8,sales analyst,36,8,1,5,6,3,5,4,4,5,4,4,4,5,4,2,4,5,4,4,4,5,4,4,4,5,4,4,4,5,4,5,4,5,4,4,4,5,4,4,3,5,4,4,3,6,5,5,6,6,7,6,5,6,5,6,3,2,5,2,2,282
7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,7,1,7,7,7,7,7,6,7,1,1,7,1,1,1,7,7,36,1,1,5,10,Middle manager,45,34,1,3,6,1,2,2,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4,5,3,3,4,3,1,1,1,2,1,1,1,7,7,7,7,7,5,5,5,5,2,1,1,1,3,219
6,6,3,5,5,4,4,5,6,3,4,5,2,2,5,4,5,4,4,5,5,4,5,3,5,2,7,7,2,3,5,5,35,1,2,3,8,Accounts Payable Specialist,40,32,1,5,5,3,5,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,5,5,5,4,4,4,4,5,5,3,3,3,3,2,18
6,6,2,6,6,6,6,6,6,2,6,6,2,2,6,6,2,6,6,6,6,7,7,6,1,1,7,1,1,2,6,7,20,5,2,5,4,Nurse,45,15,1,5,6,5,6,5,4,4,4,4,4,5,5,4,5,5,4,4,4,4,4,4,4,5,4,4,4,5,5,5,5,5,4,4,3,4,3,4,2,2,1,2,2,1,2,5,6,5,6,6,6,6,6,6,2,2,2,4,3,63
6,4,4,5,6,5,4,4,5,6,5,4,5,6,5,5,4,5,5,4,6,5,4,4,5,4,4,6,4,4,5,4,25,2,2,5,8,Sales Manager,40,5,6,6,4,4,6,5,4,4,3,4,4,4,3,3,4,3,3,4,3,4,4,3,4,4,3,4,4,3,4,3,4,3,4,3,4,3,5,4,6,6,4,3,2,6,3,6,4,5,5,4,3,6,5,4,5,6,5,4,2,109
7,7,1,7,7,7,7,7,7,1,7,7,1,1,6,7,1,7,7,6,6,6,6,7,1,1,7,5,1,1,7,7,10,2,2,2,8,Retail sales associate,35,5,1,6,6,1,6,1,5,4,5,4,4,5,5,4,5,5,4,5,5,4,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,7,7,7,7,7,1,2,1,2,1,1,1,1,3,114
7,7,1,7,7,6,6,7,6,1,7,7,1,1,7,6,1,7,6,7,7,7,7,7,1,2,2,3,1,1,7,6,33,1,1,4,10,Director of Operations,45,28,6,6,6,1,5,2,4,4,5,5,5,5,4,5,5,4,5,5,5,5,5,3,3,3,3,3,4,5,5,4,5,5,5,5,4,5,5,4,1,2,2,1,1,1,1,4,5,3,1,5,6,6,6,6,6,5,5,6,3,317
6,6,1,6,6,6,6,6,6,1,6,6,1,1,6,6,1,6,6,6,6,6,6,6,1,1,5,1,1,1,6,6,36,2,2,6,4,HR Benefits Manager,50,31,1,6,5,1,3,2,4,4,4,4,4,4,4,2,4,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,5,3,3,1,6,6,6,6,6,1,1,1,1,1,1,1,4,3,163
7,6,2,6,6,6,6,6,6,6,6,6,6,4,4,5,2,6,6,6,7,7,7,5,3,1,7,4,1,1,6,6,27,2,2,3,8,Department Manager,40,26,1,7,7,5,7,7,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,1,1,1,7,7,7,7,7,1,7,1,1,1,1,1,1,3,434
6,6,2,6,6,6,6,6,6,2,6,6,6,2,6,6,2,6,5,6,6,6,6,6,2,2,6,2,2,2,6,6,34,4,1,5,10,Software engineer,40,26,6,5,5,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,5,5,5,5,5,4,4,5,4,4,3,4,4,3,491
7,7,1,7,7,7,7,7,7,1,7,4,1,1,7,7,1,6,6,7,6,6,6,7,1,1,3,1,1,1,7,7,42,1,2,3,2,Creative writer,45,42,5,5,5,2,5,3,5,5,5,5,5,3,5,5,5,5,3,3,3,3,2,3,3,4,4,4,3,5,5,5,5,5,5,5,5,2,4,5,1,1,1,1,1,1,1,6,7,6,6,6,2,3,1,1,2,2,1,1,3,385
6,6,2,6,5,5,5,6,5,2,6,5,5,6,6,6,2,6,6,5,5,6,5,6,2,2,6,2,2,3,5,5,49,1,1,5,10,Senior manager IT,40,42,6,5,6,3,5,5,4,5,4,4,4,3,4,2,4,5,2,4,2,4,2,4,3,4,4,4,4,4,3,5,4,3,4,4,3,3,4,3,6,2,3,2,2,2,2,5,5,6,6,5,2,2,6,2,3,3,3,2,3,402
2,3,4,4,4,2,4,5,3,4,4,5,3,2,6,3,6,2,3,3,2,2,2,2,6,6,2,7,2,4,6,2,37,4,1,6,7,Director,50,25,1,4,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,5,4,4,5,4,3,4,3,3,5,5,5,5,5,5,5,5,4,3,5,3,4,3,4,2,3,2,3,5,4,5,4,6,3,3,3,4,4,2,6,5,1,203
6,6,2,5,5,5,5,6,6,2,6,5,5,2,6,3,5,3,3,4,4,4,5,3,6,6,2,6,2,2,1,1,39,1,1,5,10,Solutions Engineer (IT),45,34,6,5,6,5,5,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,2,2,4,3,5,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,5,3,3,4,5,5,6,6,7,6,6,6,2,4
6,6,2,6,6,6,6,6,6,2,6,6,6,2,5,6,2,6,6,6,6,6,6,6,2,2,6,2,2,2,6,6,35,2,2,6,10,Manager,40,25,6,7,7,6,6,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,2,2,2,5,1,5,5,5,5,5,5,5,5,5,5,1,2,2,3,344
7,6,2,7,7,7,7,7,7,1,7,7,1,1,7,7,1,7,7,7,7,7,7,7,1,1,7,1,1,1,7,7,29,2,1,4,4,Healthcare Coordinator,40,35,1,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,7,7,7,7,7,1,5,5,5,1,1,1,1,3,65
7,7,1,6,7,6,6,7,7,1,6,6,1,1,7,6,1,6,6,5,5,5,6,6,2,1,6,1,1,1,7,6,30,1,1,5,2,Public Relations Manager,40,23,6,6,6,2,5,3,4,2,4,5,4,5,5,2,4,3,4,4,5,4,2,4,3,4,5,4,5,5,5,4,5,4,4,5,3,3,4,4,3,3,3,5,3,3,3,5,6,5,4,5,3,3,2,6,3,1,3,2,3,387
6,6,2,5,5,6,7,6,6,2,7,6,6,1,6,7,2,7,6,4,4,5,5,6,5,5,4,2,1,2,6,6,10,4,2,6,3,Human Resources,40,4,6,6,6,3,5,2,5,5,4,4,4,5,5,3,4,5,5,5,4,5,4,3,3,4,3,3,4,5,4,4,5,4,4,4,3,4,5,3,3,7,2,1,2,3,1,5,7,5,4,6,4,7,5,5,3,3,2,1,3,430
7,7,1,7,7,6,6,7,7,1,7,7,1,1,7,6,4,5,5,6,5,5,5,7,1,2,5,3,1,1,5,5,36,1,2,5,3,Teaching Assistant,33,16,1,3,6,2,3,2,4,4,4,4,2,4,4,2,4,4,5,4,2,3,2,2,2,3,3,4,4,5,5,5,5,5,4,4,3,3,4,3,1,1,1,1,1,1,1,5,5,6,5,6,2,2,4,3,2,2,2,3,3,504
6,6,1,6,6,6,6,6,6,1,6,6,6,1,6,6,2,6,6,6,6,6,6,6,1,1,6,2,2,2,6,6,24,4,2,6,3,Instructor and Educator,40,10,1,6,6,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,4,3,3,3,3,3,3,3,5,6,5,5,5,5,5,5,5,4,4,4,4,3,441
6,6,5,6,6,6,6,6,6,6,6,6,6,3,6,6,3,4,6,5,5,5,6,5,4,5,5,5,5,6,6,6,34,1,2,3,4,rcs associate,40,30,5,6,6,3,6,3,4,3,3,3,4,3,4,4,4,4,2,3,3,3,2,2,3,3,3,3,5,4,5,5,5,5,3,4,3,2,1,1,1,4,4,5,5,4,4,1,1,3,1,4,2,1,1,1,1,1,1,4,2,333
7,7,1,7,7,6,6,7,6,1,7,6,1,1,2,5,3,3,3,5,5,5,4,5,2,2,3,5,1,2,6,5,12,1,1,5,8,Patient care associate,40,13,6,5,5,3,3,2,5,4,5,5,4,5,5,2,4,5,3,4,4,4,4,5,3,4,5,5,4,5,5,4,5,4,4,4,4,4,3,3,3,3,2,3,2,1,1,5,5,5,6,7,4,3,5,4,2,2,3,3,3,456
6,6,6,6,6,6,6,6,6,2,6,6,1,1,5,6,1,6,6,5,6,7,6,6,1,1,5,1,1,1,6,5,24,,1,5,9,IT admin,44,20,6,5,5,3,5,5,5,4,4,5,4,4,4,2,4,4,4,5,4,4,4,4,5,4,4,4,5,4,5,5,4,5,5,3,3,4,5,4,2,1,1,1,2,2,2,7,6,6,6,7,2,6,2,6,1,1,2,2,3,443
7,7,1,7,7,7,7,7,7,7,7,7,1,1,7,7,1,7,7,7,7,7,7,7,1,1,7,1,1,1,7,7,41,1,2,3,3,Educational Instructional Ass,40,35,1,4,7,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,1,1,1,1,1,1,1,7,7,7,1,7,1,7,4,7,4,1,1,1,3,302
6,6,6,6,6,7,6,6,3,3,6,6,1,1,6,6,3,6,5,5,3,5,6,6,3,5,2,3,1,1,6,4,34,1,1,5,1,Operations supervisor,45,27,6,6,6,4,7,5,4,3,4,4,4,4,4,2,4,4,3,3,2,2,2,4,4,4,4,4,4,5,5,5,5,4,5,3,3,3,4,4,3,1,1,2,2,2,2,6,6,7,6,6,1,1,2,1,1,1,1,1,2,577
6,5,3,3,3,3,2,1,2,6,4,3,6,2,4,2,6,2,2,4,2,2,3,5,2,2,7,4,2,2,6,2,27,1,1,5,7,Department Lead - Shipping/Re,45,23,1,5,5,2,4,3,2,2,2,3,3,4,2,5,2,2,2,3,3,4,2,3,4,4,4,4,2,4,3,3,4,2,2,1,1,2,1,1,2,2,2,3,2,2,2,2,5,1,1,5,1,1,4,1,1,4,1,2,1,102
5,6,6,6,7,6,6,5,6,2,5,6,6,2,4,5,4,5,6,2,3,5,5,6,6,5,5,5,6,2,5,5,14,1,2,5,8,insurance,40,11,6,5,6,4,5,5,5,4,5,5,4,4,5,4,4,5,4,5,5,4,4,4,3,4,4,4,4,4,5,4,4,5,4,4,5,3,4,4,3,2,3,4,3,2,2,5,6,5,6,6,7,6,6,5,6,6,5,6,2,392
6,6,6,6,6,6,6,6,6,1,6,6,1,1,6,6,1,6,6,6,6,6,6,6,1,1,6,1,1,1,6,6,45,1,2,4,9,customer care rep,30,44,5,5,6,2,5,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,3,4,4,4,5,5,5,5,5,5,5,5,4,5,4,4,2,2,2,2,2,2,2,6,5,4,3,4,2,5,5,5,6,5,5,5,3,360
6,7,1,7,6,6,6,5,5,3,6,6,2,1,6,6,1,6,7,4,4,4,5,7,1,2,3,3,2,2,7,5,39,1,2,6,3,high school English teacher,40,33,1,3,5,3,2,2,4,4,4,4,4,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,4,4,3,4,2,2,2,2,2,2,2,2,2,6,7,7,6,7,3,6,6,6,2,3,2,3,3,146
6,6,2,6,7,7,6,6,7,2,5,5,2,4,5,7,1,7,7,6,6,6,6,6,2,2,6,5,2,4,6,7,35,2,2,5,4,NURSE,40,24,1,7,6,5,6,5,5,4,5,4,4,5,5,3,4,5,4,4,4,5,4,5,3,5,4,4,4,4,5,4,4,4,2,3,3,3,3,4,5,4,4,5,5,5,4,5,6,5,5,5,3,3,4,5,3,4,3,3,3,122
5,5,3,5,5,6,6,6,5,3,5,4,2,2,6,4,6,2,2,3,3,2,2,2,7,6,3,4,3,5,3,3,6,1,1,3,9,Food Service Team Lead,41,4,1,5,5,4,5,3,4,4,4,4,4,5,4,3,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,3,3,3,4,2,575
6,6,3,6,6,5,5,6,5,2,5,6,3,2,5,5,3,6,5,5,5,5,6,6,3,3,5,3,2,4,6,5,44,1,1,5,10,corporate income tax,40,35,6,5,6,4,5,5,4,3,4,4,3,4,4,2,3,2,3,4,3,4,2,3,2,3,3,3,4,4,4,3,3,4,3,3,3,2,3,3,5,4,5,5,6,5,5,5,5,5,4,4,4,3,4,4,4,3,4,4,2,37
7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,7,1,7,7,4,4,4,4,7,1,1,7,1,1,1,7,7,21,1,2,6,10,Communications,40,20,6,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,7,7,7,7,7,4,4,4,4,4,1,1,1,3,414
7,7,1,7,7,7,7,7,7,7,7,7,1,1,7,7,1,7,7,7,6,6,6,7,1,1,7,1,1,1,7,7,38,1,1,3,10,Revenue Operations Supervisor,50,35,5,6,6,1,1,1,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,3,4,4,4,4,5,5,5,5,5,3,4,1,5,4,4,3,4,5,4,4,3,4,3,4,4,3,4,3,4,2,3,3,3,4,5,3,240
6,6,6,6,6,6,6,6,6,6,6,6,1,1,3,5,1,4,5,5,6,6,6,6,1,1,5,1,1,1,6,6,33,1,2,4,4,senior customer coordintor,51,35,6,3,5,3,2,2,4,4,4,4,4,4,4,3,4,4,4,4,5,5,2,2,2,2,2,2,4,4,4,4,4,4,3,,4,4,4,4,3,1,1,1,1,1,1,6,6,6,6,6,6,6,6,5,3,2,2,2,3,429
6,6,1,6,6,6,6,6,6,6,6,6,6,1,6,6,2,6,6,1,1,6,6,6,1,1,6,5,2,2,5,2,26,1,2,2,8,customer service rep,40,25,1,6,6,6,6,6,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,552
7,7,1,7,7,7,7,7,7,1,7,7,7,1,7,7,1,7,7,7,7,7,7,7,1,1,7,1,1,1,7,7,28,1,2,6,3,Director,40,25,1,4,5,1,1,1,5,5,5,5,5,5,5,3,4,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,3,3,2,1,1,1,7,7,7,7,7,7,7,5,5,1,1,1,1,3,181
